job_id,source,title,location,category,url,raw_text,fetched_at
tencent-110841,tencent,元宝-LLM大模型推理工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=1902190189934100480,"1.参与服务业务场景的llm大模型部署、运维、推理优化开发等相关工作；
2.负责推理加速方法的工程实现和落地，包括但不限于模型剪枝、模型量化、动态batch等方法；
3.调研前沿技术，推动稀疏化推理、异构推理、分布式推理等技术在搜索业务中的集成应用。",2026-09-18T16:04:14
tencent-111550,tencent,混元大模型评测算法研究员（北京）,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=1915233782491881472,"1.负责通用AI大模型相关的评测与应用的规划、落地以及平台化能力建设，包括但不限于：；
2.通用AI大模型评测基准的构建：建立覆盖文生文、多模态理解、多模态（音视频/3D/图/视频生成）生成等模态的评测基准，设计全面、准确的多维度指标，构建自动化评测工具链，并随着模型能力的演进持续探索全模态的评测基准；
3.评测数据的自动化生产能力构建：基于数据泛化等能力，构建领域增强型评测数据集生产链路，支持多模态场景的自动化数据扩增与效果验证；
4.自动化评测与归因分析：探索并实现各个模态大模型的自动化评测与模型缺陷归因机制。",2026-09-23T10:42:04
tencent-111552,tencent,策略算法工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=1915242132004782080,"1.负责智能体 Harness Engineering 核心能力建设，包括 Agent Loop、多 Agent 协作、Memory、Skill、任务规划、工具调用、状态管理、异常恢复等关键模块设计与实现，提升 Agent 稳定性、可控性与任务完成质量；
2.负责 Prompt Engineering 与 Prompt 调优，提升智能体在复杂企业场景下的准确性、鲁棒性和可解释性；
3.使用 Go/Python 构建高并发 Agent 服务框架与调度系统，包括任务编排、工作流引擎、队列消费、资源调度和稳定性治理；
4.建设智能体评估与观测体系，包括任务成功率、工具调用准确率、成本、延迟、TTFT、上下文利用率、可解释性等核心指标；
5.持续分析 Bad Case，定位 Agent 在规划、工具调用、上下文、记忆、Prompt、模型能力等环节的问题，并推动优化迭代；
6.与产品、平台和业务团队协作，交付面向企业场景的高质量智能体能力。",2026-09-23T10:42:00
tencent-112378,tencent,微信小店-数据科学-治理方向,广州,技术,http://careers.tencent.com/jobdesc.html?postId=1927639153244217344,"1.负责微信电商治理的数据分析，问题洞察发现，保障微信电商体系下的用户安全购物体验及公平合规的商家达人经营环境；
2.搭建电商系统运营及治理指标体系，运用统计学知识，刻画治理策略对微信电商生态的影响；
3.利用 abtest、因果推断等方法驱动运营决策。",2026-09-23T10:42:04
tencent-112871,tencent,微信小店-推荐算法工程师,广州,技术,http://careers.tencent.com/jobdesc.html?postId=1936827400029601792,"1.负责微信小店业务的推荐技术研发，包括但不限于召回、精排、重排，新用户冷启等；
2.结合微信小店的业务特点，对推荐全链路上的模型进行效果优化以及推荐策略迭代，提升用户体验以及业务指标。",2026-09-23T10:42:00
tencent-112872,tencent,微信小店-应用研究工程师-交易治理方向,广州,技术,http://careers.tencent.com/jobdesc.html?postId=1936827497983352832,"1.负责微信电商治理相关算法研发与应用，保障微信电商体系下的用户购物体验、公平合规的商家达人经营环境；
2.负责微信电商生态下，商家、达人、短视频、直播、图文等等不同对象主体的理解、问题识别与画像构建；
3.跟踪前沿技术并落地创新，处理海量数据，与产品团队协同提升运营业务效果；
4.探索最前沿的AI技术，并落地到微信电商治理业务场景中。",2026-09-23T10:42:07
tencent-114438,tencent,微信小店-高级推荐算法工程师,广州,技术,http://careers.tencent.com/jobdesc.html?postId=1960611768854269952,"1.负责微信小店的推荐技术研发，包括但不限于召回、精排、重排、冷启动等；
2.负责微信小店核心场景的策略优化，钻研推荐算法的改进和调优，服务亿级电商用户；
3.与产品、工程、运营团队深度合作，理解业务发展，参与制定推荐策略的目标。",2026-09-23T10:42:04
tencent-115135,tencent,企业微信-机器学习平台调度工程师-（成都/北京）,广州,技术,http://careers.tencent.com/jobdesc.html?postId=1976128414842773504,"1.主导大规模GPU集群的全局资源调度，通过精细化管理和优化策略，显著提升资源利用率，确保离线和在线任务的高效稳定运行；
2.深入优化RDMA高速网络、分布式存储与计算资源的协同调度，有效解决大规模训练任务中的性能瓶颈，提升整体计算效率；
3.基于Kubernetes、Docker等云原生技术，构建高可用调度框架，全面支持分布式训练框架，实现任务编排、容灾与混部能力，并深入K8s调度器、CSI插件及CRD的开发，推动大规模训推技术的实际落地；
4.积极探索混合云、虚拟化等异构计算等前沿方向，不断推动技术与平台能力的升级和创新。",2026-09-23T10:42:04
tencent-117393,tencent,微信-大模型后训练算法专家,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2013277866984366080,"1.负责大语言模型（LLM）推理能力的核心技术研发，包括数学推理、逻辑推理、知识推理和通用任务（如问答、翻译等）的算法研发、优化与创新，提升大模型在复杂场景下的高阶推理能力；
2.跟踪推理领域的前沿技术，参与前沿算法研究，推动研究成果在业务场景的落地应用。",2026-09-21T18:44:47
tencent-117674,tencent,《王者荣耀》游戏AI算法研究员- LLM/NLP方向,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2017980284246589440,1.负责LLM在王者荣耀及相关生态游戏领域应用， 能针对业务场景需求对模型进行设计和优化，包括但不限于剧情生成、可控NPC对话、社交聊天、逻辑推理、游戏盘面推理等。,2026-09-23T10:42:07
tencent-117941,tencent,企业微信-AI应用后台开发工程师-业务挖掘和应用（成都/北京）,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2026648959719735296,"1.负责企业业务知识的挖掘与构建，包括NLP信息抽取、业务流程建模、知识图谱构建与应用方案的设计与工程实现；
2.基于业务挖掘能力构建智能化应用，结合大模型提升企业用户的业务效率与体验；
3.协助业务团队落地LLM相关功能，拓展AI在企业业务场景中的应用能力矩阵；
4.负责后台分布式高可用系统的开发与性能优化。",2026-09-23T10:42:07
tencent-117997,tencent,大模型Code/Agent后训练算法研究员-(深圳)or(北京)or,上海,技术,http://careers.tencent.com/jobdesc.html?postId=2027548243965145088,"1.负责Code和Agent相关数据构建与治理，构建高质量、多样化的Code/Agent训练数据集，搭建数据迭代闭环，通过数据飞轮持续优化数据质量；
2.负责Agent运行环境与训练环境的构建与优化，构建高可用、可扩展的Agent仿真环境，保障Agent训练、测试及落地的稳定性与高效性；
3.负责Agentic RL在Code/Agent场景的训练，参与Agentic RL Infra建设及优化、Agentic RL 算法优化，持续提升Agentic RL训练的效率和稳定性。",2026-09-23T10:42:07
tencent-118013,tencent,大模型存储研发工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2027658886831570944,"1.负责大模型专用存储系统的设计研发，围绕大模型训练/推理场景构建一体化分层存储架构，无缝对接大模型训推框架：；
2.架构设计与场景适配：通过系统性逻辑分析拆解大模型存储瓶颈，结合训推场景的数据流特征，设计分层存储架构，解决数据流转效率与一致性问题；
3.推理性能极致优化：面向推理场景，通过全链路IO瓶颈的逻辑分析，结合CXL、RDMA、GPU Direct等高速互联技术，设计极致IO路径，实现数据高效传输，持续优化TTFT、TBT、并行吞吐等核心性能指标，解决推理延迟与并发瓶颈；
4.训练场景稳定性保障：面向训练场景，通过对万卡接入、爆发式流量的模式分析与逻辑建模，设计高可靠、高吞吐的存储服务方案，解决长周期训练中的数据稳定性与性能波动问题。",2026-09-18T16:04:14
tencent-118014,tencent,大模型存储研发工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2027658888916140032,"1.负责大模型专用存储系统的设计研发，围绕大模型训练/推理场景构建一体化分层存储架构，无缝对接大模型训推框架：；
2.架构设计与场景适配：通过系统性逻辑分析拆解大模型存储瓶颈，结合训推场景的数据流特征，设计分层存储架构，解决数据流转效率与一致性问题；
3.推理性能极致优化：面向推理场景，通过全链路IO瓶颈的逻辑分析，结合CXL、RDMA、GPU Direct等高速互联技术，设计极致IO路径，实现数据高效传输，持续优化TTFT、TBT、并行吞吐等核心性能指标，解决推理延迟与并发瓶颈；
4.训练场景稳定性保障：面向训练场景，通过对万卡接入、爆发式流量的模式分析与逻辑建模，设计高可靠、高吞吐的存储服务方案，解决长周期训练中的数据稳定性与性能波动问题。",2026-09-18T16:04:14
tencent-118274,tencent,微信-机器学习基础设施开发工程师（存储/向量检索/参数服务器）-系统架构方向,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2029746419665108992,"1.负责微信生态内机器学习基础设施组件的研发与维护，重点包括数据存储类组件（如FeatureKV、WeGraphDB、UnionDB）、向量检索系统（如SimOL）及参数服务器（如WePS）等核心模块的开发；
2.深入分析业务需求，针对性优化组件的查询效率、写入吞吐量及资源利用率，持续提升系统性能表现；
3.通过代码重构、架构改进等方式增强组件的易用性，降低业务接入门槛，同时保障高可用性，确保服务SLA达到99.9%以上；
4.紧密结合微信推荐系统、大语言模型等业务的实际场景，收集用户反馈并迭代组件功能，解决业务落地过程中的技术瓶颈；
5.参与技术方案评审与故障排查，输出高质量的技术文档，沉淀最佳实践经验。",2026-09-23T10:42:04
tencent-118287,tencent,Agent可观测研发工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2029862287371825152,"1.负责腾讯云日志服务(CLS, Cloud Log Service)平台研发；
2.大规模高并发分布式系统架构设计、优化研发；
3.负责日志服务 Agent 可观测相关能力建设与落地，包括 AI Agent（如 AI Coding Agent、通用 Agent 框架）的 Logs/Traces/Metrics 数据采集、规范制定与 SDK 开发；
4.参与日志数据接入、采集、投递等相关能力建设，支持 OTLP、Kafka 等多种协议接入；
5.参与 GenAI 语义规范（OpenTelemetry GenAI Semantic Conventions）相关能力建设，推动 AI 可观测标准化落地；
6.技术攻坚与指导：解决系统中最具挑战性的技术难题，并乐于指导团队其他工程师，共同营造追求技术卓越的工程师文化。",2026-09-23T10:41:56
tencent-118613,tencent,轻量云OpenClaw AI Agent 高级工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2034114862627581952,"1.负责开发者和中小企业场景下智能 Agent 系统的设计、开发与优化；
2.结合 Lighthouse 与 OpenClaw 场景，参与 Agent 的部署、调优、评测与问题排查；
3.负责提示词、工具调用、交互流程与 Agent 技能设计，提升任务执行效果；
4.负责 RAG / Agentic RAG 及企业知识库接入与优化；
5.将大模型能力封装为可复用的工具与组件，沉淀 AI 应用能力；
6.编写技术文档，推动方案落地，并与产品、业务团队协作完成交付。",2026-09-23T10:41:56
tencent-118711,tencent,大模型存储研发Leader/架构师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2035012525405401088,"1.负责大模型专用存储系统的设计研发，围绕大模型训练/推理场景构建一体化分层存储架构，无缝对接大模型训推框架：；
2.架构设计与场景适配：通过系统性逻辑分析拆解大模型存储瓶颈，结合训推场景的数据流特征，设计分层存储架构，解决数据流转效率与一致性问题；
3.推理性能极致优化：面向推理场景，通过全链路IO瓶颈的逻辑分析，结合CXL、RDMA、GPU Direct等高速互联技术，设计极致IO路径，实现数据高效传输，持续优化TTFT、TBT、并行吞吐等核心性能指标，解决推理延迟与并发瓶颈；
4.训练场景稳定性保障：面向训练场景，通过对万卡接入、爆发式流量的模式分析与逻辑建模，设计高可靠、高吞吐的存储服务方案，解决长周期训练中的数据稳定性与性能波动问题。",2026-09-18T16:04:14
tencent-119309,tencent,机器学习平台调度工程师​​（北京/深圳/上海/杭州）,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2043890038449799168,"1.主导万卡级GPU集群的全局资源调度，通过精细化管理和优化策略，显著提升资源利用率，确保离线和在线任务的高效稳定运行；
2.深入优化RDMA高速网络、分布式存储与计算资源的协同调度，有效解决大规模训练任务中的性能瓶颈，提升整体计算效率；
3.基于Kubernetes、Docker等云原生技术，构建高可用调度框架，全面支持分布式训练框架，实现任务编排、容灾与混部能力，并深入K8s调度器、CSI插件及CRD的开发，推动大规模训推技术的实际落地；
4.积极探索混合云、虚拟化、ARM异构计算等前沿方向，不断推动技术与平台能力的升级和创新。",2026-09-23T10:42:04
tencent-119422,tencent,QQ-高级算法工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2044968720287297536,"1.AI Agent 算法研究方向：探索工具调用、模型规划、长记忆、意图识别等核心能力；研究多 Agent 协同机制，推动 Agent 在实际业务中的落地；
2.多模态大模型研究与优化方向：主导多模态/全模态大语言模型的预训练、对齐与推理优化；推动图像、视频、文本等多模态理解与生成能力的持续演进；
3.多模态内容理解与治理方向：构建面向复杂场景的多模态内容理解能力；建设生态内容治理算法体系，支撑业务侧的理解、分析与交互需求；
4.图像/视频编辑与生成落地方向：研究并落地图像编辑、视频生成与编辑等 AIGC 能力。",2026-09-23T10:42:00
tencent-119519,tencent,腾讯游戏平台-AI算法研究员-新星引力计划,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2046443162679013376,"1.结合游戏平台业务垂直场景，负责深度学习和大语言模型的训练精调、调优及部署，及智能体Agent开发；
2.参与大规模平台用户行为数据集的ETL及特征工程，构建高效数据流水线，落地到用户画像体系并服务到线上AI应用；
3.跟踪和研究前沿AI技术（如LLM、VLM、SFT、DPO、RAG、MCP等），推动技术落地业务发挥价值；
4.与技术团队协作，优化算法模型和服务性能，满足产品AI价值落地要求。",2026-09-23T10:42:04
tencent-119656,tencent,保险科技-大模型高级工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2048599067382153216,"1.：负责保险大模型的Post-training全流程：包括SFT 监督微调、RLHF/DPO/GRPO 模型对齐、奖励模型（Reward Model）研发，提升模型在保险场景的专业问答、复杂推理、合规风控能力；
2.：设计并建设保险领域高质量指令数据集（核保、理赔、健康咨询、保单解读、合规问答等），主导数据标注、清洗、过滤、蒸馏与质量评估，支撑模型迭代与能力升级；
3.：基于Agentic-RL构建保险业务仿真环境与 API 对接体系，支持保单查询、理赔试算、核保校验、健康咨询等工具调用，提升模型在真实保险流程中的决策与执行能力；
4.：搭建保险垂类自动化评测体系（事实准确率、合规率、推理深度、用户满意度），持续跟踪模型效果，驱动数据与算法迭代，保障模型在保险全链路（售前 / 售中 / 售后）的稳定落地。",2026-09-23T10:42:07
tencent-119830,tencent,微信视频号-AIGC算法工程师,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2052396002803105792,"1.负责视频号特效平台 AIGC 场景落地，完成图像模型、视频模型后训练工作；
2.负责微信内 AIGC 多样化生图场景落地，优化图像模型真实感、指令精准度等效果，加快落地应用；
3.研发在线模型训练方案，高效训练并显著提升 GPU 吞吐，支持业务垂类模型天级迭代更新；
4.与产品、工程团队紧密协作，确保交付模型稳定运行，并持续可迭代支持更好业务结果；
5.跟踪前沿AIGC技术，持续探索图像、视频等前沿模型落地方案。",2026-09-23T10:42:00
tencent-119853,tencent,混元AI Agent Harness Engineer（北京/深圳））,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2052685072754196480,"1.参与设计并实现 Agent 执行全链路的 tracing & observability 系统；
2.参与构建 Agent 质量评估体系：自动化 eval pipeline、A/B testing、regression detection；
3.开发 Agent debugging 工具；
4.参与核心支撑平台（标注、SBS 评测、数据管道）的架构设计与开发；
5.和 AI 研究团队零距离，能第一时间触碰最新的模型能力，并与团队紧密协作，将大模型与 Agent 协同进化的研究成果工程化落地；
6.探索并实践 AI Agent的日常工作流。",2026-09-23T10:41:56
tencent-119943,tencent,QQ-#高级推荐算法工程师#,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2053808955943206912,"1.负责空间公域推荐链路优化，针对业务特点进行算法优化，提升用户体验及消费数据；
2.深入理解产品业务，洞察用户需求；工作内容包括不限于技术规划、case分析、数据挖掘、特征工程、模型开发、召回策略、排序策略；
3.能够紧跟工业界、学术界的前沿技术，结合大模型技术，升级推荐模型，LLM4Rec、生成式召回等，提升推荐效果。",2026-09-23T10:42:00
tencent-120062,tencent,元宝-LLM大模型推理工程师,深圳,技术,http://careers.tencent.com/jobdesc.html?postId=2055195929673383936,"1.负责开发和优化大模型推理框架；
2.主要通过GPU、CUDA性能优化的手段，结合线上实际情况，优化高性能LLM推理引擎；
3.负责大模型训练和推理前瞻性技术架构的调研和引入，技术方案不限于子图匹配、编译优化、模型量化等。",2026-09-18T16:04:14
tencent-120101,tencent,《三角洲行动》-数据分析（经济安全方向）,深圳,产品,http://careers.tencent.com/jobdesc.html?postId=2056017577251090432,"1.负责产品经济安全（包括交易市场和对局环境模块）的分析体系搭建、检测模型设计，和相关工作的落地执行；
2.根据游戏环境变化，基于数据、舆情和产品理解持续完善策略模型，及建立游戏安全风险预警机制；
3.以数据和用户洞察为出发点，协同业务团队，完善安全产品功能，为玩家和产品安全体验负责。",2026-09-23T10:42:04
tencent-120369,tencent,微信搜索-Agent算法专家,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2062097072978575360,"1.参与微信搜索Agent能力优化，包括Search Agent（DeepSearch/DeepResearch）和真实世界复杂任务上的Agentic能力；
2.跟进前沿技术：Mid-Train、SFT、GRM、PRM、RLVR、Agentic RL、Agent自进化、Context管理/Memory等；
3.探索稳定高效的Agentic RL方案，探索下一代大模型结合Agent结合搜索的技术和产品范式。",2026-09-23T10:41:56
tencent-120460,tencent,企业微信-评测算法工程师-（北京/成都）,广州,技术,http://careers.tencent.com/jobdesc.html?postId=2064239874424352768,"1.针对企业微信AI模型的特点，持续构建完善的评测基准，包括但不限于NLP、ASR、MLLM等领域，有效指导算法优化方向；
2.负责评测数据的自动化生产能力构建：基于数据泛化等能力，构建领域增强型评测数据集生产链路，支持多模态场景的自动化数据扩增与效果验证；
3.负责自动化评测与归因分析：探索并实现自动化评测与模型缺陷归因机制。",2026-09-23T10:42:04
tencent-120521,tencent,微信-语音识别算法工程师,北京,技术,http://careers.tencent.com/jobdesc.html?postId=2064981110395420672,"1.负责语音识别模型的研发与优化，重点建设低延迟、高准确率的流式语音识别能力，支持实时对话、按住说话、语音助手等场景；
2.负责流式 ASR 模型架构、训练和解码策略优化，包括 Streaming Conformer、CTC、Transducer、Attention 等技术方向；
3.负责语音理解模型研发，提升模型对语义上下文、用户意图、实体、热词及多轮对话信息的理解和利用能力；
4.负责热词和上下文增强能力建设，包括通讯录、人名、地名、应用名称、业务词汇及动态热词召回；
5.负责中英混说、方言、口音、噪声、远场、重叠语音、轻声及非标准表达等复杂场景的识别优化；
6.负责端点检测、流式上屏、结果稳定、标点预测、文本规整及上下文纠错等链路优化；
7.负责大规模语音数据清洗、伪标注、难例挖掘和数据配比，持续提升模型泛化能力；
8.建立语音识别与语音理解评测体系，推动模型训练、推理优化和产品上线。",2026-09-23T10:42:00
